Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Deck,Title,New_ticket
0,2,female,44.0,1,0,26.0,-999,S,-999,Mrs,0
1,3,female,18.0,0,1,9.35,-999,S,-999,Mrs,0
1,1,female,45.0,1,1,164.8667,-999,S,-999,Mrs,0
1,1,male,51.0,0,0,26.55,E17,S,E,Mr,0
1,3,female,24.0,0,3,19.2583,-999,C,-999,Mrs,0
0,3,male,-999.0,0,0,7.2292,-999,C,-999,Mr,0
0,3,male,41.0,2,0,14.1083,-999,S,-999,Mr,0
0,2,male,21.0,1,0,11.5,-999,S,-999,Mr,0
1,1,female,48.0,0,0,25.9292,D17,S,D,Mrs,0
0,3,female,-999.0,8,2,69.55,-999,S,-999,Miss,1
0,2,male,24.0,0,0,13.0,-999,S,-999,Mr,0
1,2,female,42.0,0,0,13.0,-999,S,-999,Mrs,0
1,2,female,27.0,1,0,13.8583,-999,C,-999,Miss,1
0,1,male,31.0,0,0,50.4958,A24,S,A,Mr,1
0,3,male,-999.0,0,0,9.5,-999,S,-999,Mr,0
1,3,male,4.0,1,1,11.1333,-999,S,-999,Master,0
0,3,male,26.0,0,0,7.8958,-999,S,-999,Mr,0
1,1,female,47.0,1,1,52.5542,D35,S,D,Mrs,0
0,1,male,33.0,0,0,5.0,B51 B53 B55,S,B,Mr,0
0,3,male,47.0,0,0,9.0,-999,S,-999,Mr,0
1,2,female,28.0,1,0,24.0,-999,C,-999,Mrs,1
1,3,female,15.0,0,0,7.225,-999,C,-999,Miss,0
0,3,male,20.0,0,0,9.8458,-999,S,-999,Mr,0
0,3,male,19.0,0,0,7.8958,-999,S,-999,Mr,0
0,3,male,-999.0,0,0,7.8958,-999,S,-999,Mr,0
1,1,female,56.0,0,1,83.1583,C50,C,C,Mrs,0
1,2,female,25.0,0,1,26.0,-999,S,-999,Mrs,0
0,3,male,33.0,0,0,7.8958,-999,S,-999,Mr,0
0,3,female,22.0,0,0,10.5167,-999,S,-999,Miss,0
0,2,male,28.0,0,0,10.5,-999,S,-999,Mr,1
0,3,male,25.0,0,0,7.05,-999,S,-999,Mr,1
0,3,female,39.0,0,5,29.125,-999,Q,-999,Mrs,0
0,2,male,27.0,0,0,13.0,-999,S,-999,Rev,0
1,1,female,19.0,0,0,30.0,B42,S,B,Miss,0
0,3,female,-999.0,1,2,23.45,-999,S,-999,Miss,1
1,1,male,26.0,0,0,30.0,C148,C,C,Mr,0
0,3,male,32.0,0,0,7.75,-999,Q,-999,Mr,0
